1,1
2,8
3,8
4,29
5,8
6,29
7,29
8,64
9,8
10,29
11,29
12,64
13,29
14,64
15,62
16,95
17,8
18,29
19,29
20,64
21,29
22,64
23,64
24,99
25,29
26,64
27,64
28,99
29,61
30,97
31,97
32,118
33,8
34,29
35,29
36,64
37,29
38,64
39,64
40,99
41,29
42,64
43,64
44,99
45,64
46,98
47,98
48,119
49,29
50,64
51,64
52,99
53,64
54,99
55,99
56,118
57,59
58,97
59,99
60,120
61,94
62,119
63,118
64,126
65,8
66,29
67,29
68,64
69,29
70,64
71,64
72,98
73,29
74,64
75,64
76,99
77,64
78,99
79,98
80,120
81,29
82,64
83,64
84,99
85,64
86,98
87,98
88,120
89,64
90,99
91,99
92,120
93,98
94,119
95,120
96,126
97,29
98,64
99,64
100,97
101,64
102,98
103,98
104,120
105,64
106,99
107,99
108,120
109,99
110,120
111,120
112,127
113,62
114,99
115,97
116,120
117,99
118,120
119,120
120,126
121,91
122,119
123,120
124,127
125,116
126,127
127,126
128,127
129,8
130,29
131,29
132,63
133,29
134,64
135,64
136,95
137,29
138,64
139,64
140,97
141,64
142,98
143,99
144,118
145,29
146,64
147,64
148,97
149,64
150,98
151,99
152,120
153,64
154,98
155,99
156,120
157,97
158,119
159,120
160,124
161,29
162,64
163,64
164,99
165,64
166,99
167,99
168,119
169,64
170,99
171,98
172,120
173,99
174,120
175,120
176,125
177,64
178,99
179,99
180,119
181,98
182,120
183,120
184,126
185,99
186,120
187,120
188,126
189,120
190,126
191,125
192,128
193,29
194,63
195,64
196,93
197,64
198,99
199,98
200,117
201,64
202,97
203,99
204,120
205,98
206,120
207,120
208,125
209,64
210,99
211,99
212,120
213,99
214,120
215,120
216,127
217,98
218,117
219,119
220,127
221,119
222,126
223,127
224,127
225,63
226,94
227,99
228,117
229,98
230,119
231,119
232,124
233,99
234,120
235,120
236,126
237,119
238,127
239,126
240,127
241,95
242,120
243,120
244,126
245,120
246,127
247,127
248,128
249,114
250,124
251,127
252,128
253,126
254,128
255,127
256,126
257,8
258,29
259,29
260,64
261,29
262,64
263,64
264,99
265,29
266,64
267,64
268,99
269,64
270,99
271,98
272,120
273,29
274,64
275,64
276,99
277,64
278,99
279,99
280,120
281,64
282,99
283,99
284,120
285,98
286,120
287,119
288,127
289,29
290,64
291,63
292,99
293,64
294,99
295,99
296,119
297,64
298,99
299,99
300,120
301,99
302,120
303,120
304,127
305,64
306,99
307,99
308,120
309,99
310,120
311,120
312,126
313,98
314,119
315,119
316,126
317,120
318,127
319,127
320,128
321,29
322,64
323,64
324,99
325,64
326,99
327,99
328,120
329,64
330,99
331,98
332,120
333,99
334,120
335,120
336,127
337,64
338,99
339,99
340,120
341,98
342,119
343,119
344,127
345,99
346,120
347,120
348,127
349,120
350,127
351,126
352,128
353,64
354,99
355,99
356,120
357,99
358,120
359,118
360,127
361,99
362,120
363,120
364,127
365,119
366,127
367,127
368,128
369,97
370,120
371,119
372,127
373,120
374,127
375,127
376,128
377,119
378,127
379,127
380,127
381,126
382,128
383,128
384,128
385,29
386,64
387,64
